concept,label,comment,identifier,inscheme,no_cloi,no_occ,code,
https://data.antwerp.be/id/term/brocade-catalog/fu/oth,andere,,,https://data.antwerp.be/id/term/brocade-catalog/fu,4,4,oth,
https://data.antwerp.be/id/term/brocade-catalog/fu/zgi,gitaar,,,https://data.antwerp.be/id/term/brocade-catalog/fu,4,4,zgi,
https://data.antwerp.be/id/term/brocade-catalog/fu/zpe,percussie,,,https://data.antwerp.be/id/term/brocade-catalog/fu,2,3,zpe,
https://data.antwerp.be/id/term/brocade-catalog/fu/aui-,,,,https://data.antwerp.be/id/term/brocade-catalog/fu,2,2,aui-,
https://data.antwerp.be/id/term/brocade-catalog/fu/chr,choreograaf,,http://vocab.getty.edu/aat/300025649,https://data.antwerp.be/id/term/brocade-catalog/fu,2,2,chr,
https://data.antwerp.be/id/term/brocade-catalog/fu/cur,curator van een tentoonstelling,,http://vocab.getty.edu/aat/300417893,https://data.antwerp.be/id/term/brocade-catalog/fu,2,2,cur,
https://data.antwerp.be/id/term/brocade-catalog/fu/zhp,harp,,,https://data.antwerp.be/id/term/brocade-catalog/fu,2,2,zhp,
https://data.antwerp.be/id/term/brocade-catalog/fu/zkr,koor,,,https://data.antwerp.be/id/term/brocade-catalog/fu,2,2,zkr,
https://data.antwerp.be/id/term/brocade-catalog/fu/zso,sopraan,,,https://data.antwerp.be/id/term/brocade-catalog/fu,2,2,zso,
https://data.antwerp.be/id/term/brocade-catalog/fu/clb,Medewerker,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,clb,
https://data.antwerp.be/id/term/brocade-catalog/fu/egr,graveur,,http://vocab.getty.edu/aat/300025165,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,egr,
https://data.antwerp.be/id/term/brocade-catalog/fu/zba,bas,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,zba,
https://data.antwerp.be/id/term/brocade-catalog/fu/zfl,fluit,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,zfl,
https://data.antwerp.be/id/term/brocade-catalog/fu/zkl,klarinet,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,zkl,
https://data.antwerp.be/id/term/brocade-catalog/fu/zkv,klavecimbel,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,zkv,
https://data.antwerp.be/id/term/brocade-catalog/fu/zor,orgel,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,zor,
https://data.antwerp.be/id/term/brocade-catalog/fu/zte,tenor,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,zte,
https://data.antwerp.be/id/term/brocade-catalog/fu/zts,tenor-sax,,,https://data.antwerp.be/id/term/brocade-catalog/fu,1,1,zts,
https://data.antwerp.be/id/term/brocade-catalog/im-ty/normal,normaal,,,https://data.antwerp.be/id/term/brocade-catalog/im-ty,948970,952392,normal,
https://data.antwerp.be/id/term/brocade-catalog/im-ty/ki,,,,https://data.antwerp.be/id/term/brocade-catalog/im-ty,337,343,ki,
https://data.antwerp.be/id/term/brocade-catalog/im-ty/vabb,,,,https://data.antwerp.be/id/term/brocade-catalog/im-ty,32,32,vabb,
https://data.antwerp.be/id/term/brocade-catalog/in-ty/link,link,,,https://data.antwerp.be/id/term/brocade-catalog/in-ty,852665,857689,link,
https://data.antwerp.be/id/term/brocade-catalog/in-ty/full,e-info,,,https://data.antwerp.be/id/term/brocade-catalog/in-ty,40415,49581,full,
https://data.antwerp.be/id/term/brocade-catalog/in-ty/ill,illustratie,,,https://data.antwerp.be/id/term/brocade-catalog/in-ty,9350,19033,ill,
https://data.antwerp.be/id/term/brocade-catalog/in-ty/abstract,korte inhoud,,,https://data.antwerp.be/id/term/brocade-catalog/in-ty,4118,4321,abstract,
https://data.antwerp.be/id/term/brocade-catalog/in-ty/inhoud,inhoudstafel,,,https://data.antwerp.be/id/term/brocade-catalog/in-ty,2082,2141,inhoud,
https://data.antwerp.be/id/term/brocade-catalog/lg/dut,"Dutch, Flemish",,http://vocab.getty.edu/aat/300388256,https://data.antwerp.be/id/term/brocade-catalog/lg,461871,927901,dut,
https://data.antwerp.be/id/term/brocade-catalog/lg/fre,French,,http://vocab.getty.edu/aat/300388306,https://data.antwerp.be/id/term/brocade-catalog/lg,262315,521751,fre,
https://data.antwerp.be/id/term/brocade-catalog/lg/eng,English,,http://vocab.getty.edu/aat/300388277,https://data.antwerp.be/id/term/brocade-catalog/lg,139884,265078,eng,
https://data.antwerp.be/id/term/brocade-catalog/lg/ger,German,,http://vocab.getty.edu/aat/300388344,https://data.antwerp.be/id/term/brocade-catalog/lg,97813,190078,ger,
https://data.antwerp.be/id/term/brocade-catalog/lg/lat,Latin,,,https://data.antwerp.be/id/term/brocade-catalog/lg,24986,49130,lat,
https://data.antwerp.be/id/term/brocade-catalog/lg/ita,Italian,,http://vocab.getty.edu/aat/300388474,https://data.antwerp.be/id/term/brocade-catalog/lg,10447,19035,ita,
https://data.antwerp.be/id/term/brocade-catalog/lg/mul,Multiple languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,16713,16955,mul,
https://data.antwerp.be/id/term/brocade-catalog/lg/epo,Esperanto,,http://vocab.getty.edu/aat/300388282,https://data.antwerp.be/id/term/brocade-catalog/lg,6972,13980,epo,
https://data.antwerp.be/id/term/brocade-catalog/lg/spa,"Spanish, Castilian",,,https://data.antwerp.be/id/term/brocade-catalog/lg,7243,13236,spa,
https://data.antwerp.be/id/term/brocade-catalog/lg/und,niet gedefinieerd,,http://vocab.getty.edu/aat/300379012,https://data.antwerp.be/id/term/brocade-catalog/lg,3831,6677,und,
https://data.antwerp.be/id/term/brocade-catalog/lg/rus,Russian,,http://vocab.getty.edu/aat/300389168,https://data.antwerp.be/id/term/brocade-catalog/lg,3404,6525,rus,
https://data.antwerp.be/id/term/brocade-catalog/lg/dan,Danish,,http://vocab.getty.edu/aat/300388204,https://data.antwerp.be/id/term/brocade-catalog/lg,1581,2960,dan,
https://data.antwerp.be/id/term/brocade-catalog/lg/afr,Afrikaans,,http://vocab.getty.edu/aat/300387782,https://data.antwerp.be/id/term/brocade-catalog/lg,1361,2643,afr,
https://data.antwerp.be/id/term/brocade-catalog/lg/swe,Swedish,,http://vocab.getty.edu/aat/300389336,https://data.antwerp.be/id/term/brocade-catalog/lg,1236,2172,swe,
https://data.antwerp.be/id/term/brocade-catalog/lg/grc,Greek, Ancient (to 1453),,http://vocab.getty.edu/aat/300387827,https://data.antwerp.be/id/term/brocade-catalog/lg,1376,1867,grc,
https://data.antwerp.be/id/term/brocade-catalog/lg/por,Portuguese,,http://vocab.getty.edu/aat/300389115,https://data.antwerp.be/id/term/brocade-catalog/lg,967,1663,por,
https://data.antwerp.be/id/term/brocade-catalog/lg/pol,Polish,,http://vocab.getty.edu/aat/300389109,https://data.antwerp.be/id/term/brocade-catalog/lg,697,1248,pol,
https://data.antwerp.be/id/term/brocade-catalog/lg/cze,Czech,,http://vocab.getty.edu/aat/300388191,https://data.antwerp.be/id/term/brocade-catalog/lg,665,1157,cze,
https://data.antwerp.be/id/term/brocade-catalog/lg/nor,Norwegian,,http://vocab.getty.edu/aat/300443706,https://data.antwerp.be/id/term/brocade-catalog/lg,627,1099,nor,
https://data.antwerp.be/id/term/brocade-catalog/lg/fry,Western Frisian,,http://vocab.getty.edu/aat/300443644,https://data.antwerp.be/id/term/brocade-catalog/lg,470,926,fry,
https://data.antwerp.be/id/term/brocade-catalog/lg/hun,Hungarian,,http://vocab.getty.edu/aat/300388770,https://data.antwerp.be/id/term/brocade-catalog/lg,488,832,hun,
https://data.antwerp.be/id/term/brocade-catalog/lg/jpn,Japanese,,http://vocab.getty.edu/aat/300388486,https://data.antwerp.be/id/term/brocade-catalog/lg,665,745,jpn,
https://data.antwerp.be/id/term/brocade-catalog/lg/heb,Hebrew,,http://vocab.getty.edu/aat/300388401,https://data.antwerp.be/id/term/brocade-catalog/lg,503,586,heb,
https://data.antwerp.be/id/term/brocade-catalog/lg/chi,Chinese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,356,443,chi,
https://data.antwerp.be/id/term/brocade-catalog/lg/rum,"Romanian, Moldavian, Moldovan",,http://vocab.getty.edu/aat/300389157,https://data.antwerp.be/id/term/brocade-catalog/lg,240,428,rum,
https://data.antwerp.be/id/term/brocade-catalog/lg/fin,Finnish,,,https://data.antwerp.be/id/term/brocade-catalog/lg,269,407,fin,
https://data.antwerp.be/id/term/brocade-catalog/lg/srp,Serbian,,http://vocab.getty.edu/aat/300389247,https://data.antwerp.be/id/term/brocade-catalog/lg,195,360,srp,
https://data.antwerp.be/id/term/brocade-catalog/lg/cat,"Catalan, Valencian",,http://vocab.getty.edu/aat/300388072,https://data.antwerp.be/id/term/brocade-catalog/lg,184,315,cat,
https://data.antwerp.be/id/term/brocade-catalog/lg/tur,Turkish,,http://vocab.getty.edu/aat/300389470,https://data.antwerp.be/id/term/brocade-catalog/lg,196,307,tur,
https://data.antwerp.be/id/term/brocade-catalog/lg/gre,Greek, Modern (1453-),,http://vocab.getty.edu/aat/300388361,https://data.antwerp.be/id/term/brocade-catalog/lg,209,297,gre,
https://data.antwerp.be/id/term/brocade-catalog/lg/bul,Bulgarian,,http://vocab.getty.edu/aat/300388034,https://data.antwerp.be/id/term/brocade-catalog/lg,113,296,bul,
https://data.antwerp.be/id/term/brocade-catalog/lg/ara,Arabic,,http://vocab.getty.edu/aat/300387843,https://data.antwerp.be/id/term/brocade-catalog/lg,229,254,ara,
https://data.antwerp.be/id/term/brocade-catalog/lg/slv,Slovenian,,http://vocab.getty.edu/aat/300389291,https://data.antwerp.be/id/term/brocade-catalog/lg,111,195,slv,
https://data.antwerp.be/id/term/brocade-catalog/lg/hrv,Croatian,,http://vocab.getty.edu/aat/300388185,https://data.antwerp.be/id/term/brocade-catalog/lg,86,151,hrv,
https://data.antwerp.be/id/term/brocade-catalog/lg/kor,Korean,,http://vocab.getty.edu/aat/300388633,https://data.antwerp.be/id/term/brocade-catalog/lg,95,118,kor,
https://data.antwerp.be/id/term/brocade-catalog/lg/slo,Slovak,,http://vocab.getty.edu/aat/300389290,https://data.antwerp.be/id/term/brocade-catalog/lg,65,107,slo,
https://data.antwerp.be/id/term/brocade-catalog/lg/wln,Walloon,,http://vocab.getty.edu/aat/300389541,https://data.antwerp.be/id/term/brocade-catalog/lg,66,98,wln,
https://data.antwerp.be/id/term/brocade-catalog/lg/ice,Icelandic,,http://vocab.getty.edu/aat/300388449,https://data.antwerp.be/id/term/brocade-catalog/lg,53,90,ice,
https://data.antwerp.be/id/term/brocade-catalog/lg/sla,Slavic languages,,http://vocab.getty.edu/aat/300443579,https://data.antwerp.be/id/term/brocade-catalog/lg,49,87,sla,
https://data.antwerp.be/id/term/brocade-catalog/lg/lit,Lithuanian,,,https://data.antwerp.be/id/term/brocade-catalog/lg,48,81,lit,
https://data.antwerp.be/id/term/brocade-catalog/lg/ind,Indonesian,,http://vocab.getty.edu/aat/300388460,https://data.antwerp.be/id/term/brocade-catalog/lg,52,80,ind,
https://data.antwerp.be/id/term/brocade-catalog/lg/est,Estonian,,http://vocab.getty.edu/aat/300388283,https://data.antwerp.be/id/term/brocade-catalog/lg,42,69,est,
https://data.antwerp.be/id/term/brocade-catalog/lg/ukr,Ukrainian,,http://vocab.getty.edu/aat/300389489,https://data.antwerp.be/id/term/brocade-catalog/lg,32,64,ukr,
https://data.antwerp.be/id/term/brocade-catalog/lg/lav,Latvian,,http://vocab.getty.edu/aat/300388696,https://data.antwerp.be/id/term/brocade-catalog/lg,29,58,lav,
https://data.antwerp.be/id/term/brocade-catalog/lg/baq,Basque,,,https://data.antwerp.be/id/term/brocade-catalog/lg,33,55,baq,
https://data.antwerp.be/id/term/brocade-catalog/lg/gmh,German, Middle High (ca.1050-1500),,http://vocab.getty.edu/aat/300411852,https://data.antwerp.be/id/term/brocade-catalog/lg,55,55,gmh,
https://data.antwerp.be/id/term/brocade-catalog/lg/nds,"Low German, Low Saxon, German, Low, Saxon, Low",,http://vocab.getty.edu/aat/300388737,https://data.antwerp.be/id/term/brocade-catalog/lg,32,51,nds,
https://data.antwerp.be/id/term/brocade-catalog/lg/san,Sanskrit,,http://vocab.getty.edu/aat/300389205,https://data.antwerp.be/id/term/brocade-catalog/lg,37,48,san,
https://data.antwerp.be/id/term/brocade-catalog/lg/alb,Albanian,,http://vocab.getty.edu/aat/300387803,https://data.antwerp.be/id/term/brocade-catalog/lg,23,43,alb,
https://data.antwerp.be/id/term/brocade-catalog/lg/oci,Occitan (post 1500),,,https://data.antwerp.be/id/term/brocade-catalog/lg,25,43,oci,
https://data.antwerp.be/id/term/brocade-catalog/lg/per,Persian,,http://vocab.getty.edu/aat/300389087,https://data.antwerp.be/id/term/brocade-catalog/lg,32,42,per,
https://data.antwerp.be/id/term/brocade-catalog/lg/hin,Hindi,,http://vocab.getty.edu/aat/300388412,https://data.antwerp.be/id/term/brocade-catalog/lg,27,41,hin,
https://data.antwerp.be/id/term/brocade-catalog/lg/ido,Ido,,http://vocab.getty.edu/aat/300443815,https://data.antwerp.be/id/term/brocade-catalog/lg,24,38,ido,
https://data.antwerp.be/id/term/brocade-catalog/lg/bre,Breton,,http://vocab.getty.edu/aat/300388025,https://data.antwerp.be/id/term/brocade-catalog/lg,23,36,bre,
https://data.antwerp.be/id/term/brocade-catalog/lg/glg,Galician,,http://vocab.getty.edu/aat/300388327,https://data.antwerp.be/id/term/brocade-catalog/lg,30,36,glg,
https://data.antwerp.be/id/term/brocade-catalog/lg/gem,Germanic languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,19,33,gem,
https://data.antwerp.be/id/term/brocade-catalog/lg/wel,Welsh,,http://vocab.getty.edu/aat/300389555,https://data.antwerp.be/id/term/brocade-catalog/lg,21,33,wel,
https://data.antwerp.be/id/term/brocade-catalog/lg/mac,Macedonian,,http://vocab.getty.edu/aat/300388760,https://data.antwerp.be/id/term/brocade-catalog/lg,17,29,mac,
https://data.antwerp.be/id/term/brocade-catalog/lg/may,Malay,,http://vocab.getty.edu/aat/300443976,https://data.antwerp.be/id/term/brocade-catalog/lg,21,29,may,
https://data.antwerp.be/id/term/brocade-catalog/lg/yid,Yiddish,,http://vocab.getty.edu/aat/300389602,https://data.antwerp.be/id/term/brocade-catalog/lg,22,25,yid,
https://data.antwerp.be/id/term/brocade-catalog/lg/zxx,"No linguistic content, Not applicable",,http://vocab.getty.edu/aat/300389643,https://data.antwerp.be/id/term/brocade-catalog/lg,25,25,zxx,
https://data.antwerp.be/id/term/brocade-catalog/lg/art,Artificial languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,18,24,art,
https://data.antwerp.be/id/term/brocade-catalog/lg/afa,Afro-Asiatic languages,,http://vocab.getty.edu/aat/300387783,https://data.antwerp.be/id/term/brocade-catalog/lg,18,21,afa,
https://data.antwerp.be/id/term/brocade-catalog/lg/bnt,Bantu languages,,http://vocab.getty.edu/aat/300387944,https://data.antwerp.be/id/term/brocade-catalog/lg,20,20,bnt,
https://data.antwerp.be/id/term/brocade-catalog/lg/vol,Volapük,,http://vocab.getty.edu/aat/300443757,https://data.antwerp.be/id/term/brocade-catalog/lg,15,20,vol,
https://data.antwerp.be/id/term/brocade-catalog/lg/arm,Armenian,,http://vocab.getty.edu/aat/300387870,https://data.antwerp.be/id/term/brocade-catalog/lg,16,19,arm,
https://data.antwerp.be/id/term/brocade-catalog/lg/gle,Irish,,,https://data.antwerp.be/id/term/brocade-catalog/lg,12,19,gle,
https://data.antwerp.be/id/term/brocade-catalog/lg/arc,"Official Aramaic (700-300 BCE), Imperial Aramaic (700-300 BCE)",,,https://data.antwerp.be/id/term/brocade-catalog/lg,17,17,arc,
https://data.antwerp.be/id/term/brocade-catalog/lg/jav,Javanese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,12,17,jav,
https://data.antwerp.be/id/term/brocade-catalog/lg/inc,Indic languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,14,16,inc,
https://data.antwerp.be/id/term/brocade-catalog/lg/tha,Thai,,,https://data.antwerp.be/id/term/brocade-catalog/lg,16,16,tha,
https://data.antwerp.be/id/term/brocade-catalog/lg/swa,Swahili,,,https://data.antwerp.be/id/term/brocade-catalog/lg,12,15,swa,
https://data.antwerp.be/id/term/brocade-catalog/lg/chr,Cherokee,,,https://data.antwerp.be/id/term/brocade-catalog/lg,14,14,chr,
https://data.antwerp.be/id/term/brocade-catalog/lg/vie,Vietnamese,,http://vocab.getty.edu/aat/300389525,https://data.antwerp.be/id/term/brocade-catalog/lg,7,14,vie,
https://data.antwerp.be/id/term/brocade-catalog/lg/ang,English, Old (ca.450-1100),,,https://data.antwerp.be/id/term/brocade-catalog/lg,12,13,ang,
https://data.antwerp.be/id/term/brocade-catalog/lg/srn,Sranan Tongo,,,https://data.antwerp.be/id/term/brocade-catalog/lg,11,13,srn,
https://data.antwerp.be/id/term/brocade-catalog/lg/amh,Amharic,,,https://data.antwerp.be/id/term/brocade-catalog/lg,8,12,amh,
https://data.antwerp.be/id/term/brocade-catalog/lg/ina,Interlingua (International Auxiliary Language Association),,,https://data.antwerp.be/id/term/brocade-catalog/lg,8,12,ina,
https://data.antwerp.be/id/term/brocade-catalog/lg/cpf,Creoles and pidgins, French-based,,,https://data.antwerp.be/id/term/brocade-catalog/lg,7,11,cpf,
https://data.antwerp.be/id/term/brocade-catalog/lg/ltz,"Luxembourgish, Letzeburgesch",,,https://data.antwerp.be/id/term/brocade-catalog/lg,7,11,ltz,
https://data.antwerp.be/id/term/brocade-catalog/lg/syc,Classical Syriac,,,https://data.antwerp.be/id/term/brocade-catalog/lg,11,11,syc,
https://data.antwerp.be/id/term/brocade-catalog/lg/aze,Azerbaijani,,,https://data.antwerp.be/id/term/brocade-catalog/lg,5,10,aze,
https://data.antwerp.be/id/term/brocade-catalog/lg/geo,Georgian,,http://vocab.getty.edu/aat/300388343,https://data.antwerp.be/id/term/brocade-catalog/lg,9,10,geo,
https://data.antwerp.be/id/term/brocade-catalog/lg/nai,North American Indian languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,9,10,nai,
https://data.antwerp.be/id/term/brocade-catalog/lg/roh,Romansh,,,https://data.antwerp.be/id/term/brocade-catalog/lg,7,10,roh,
https://data.antwerp.be/id/term/brocade-catalog/lg/sem,Semitic languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,9,10,sem,
https://data.antwerp.be/id/term/brocade-catalog/lg/syr,Syriac,,,https://data.antwerp.be/id/term/brocade-catalog/lg,7,10,syr,
https://data.antwerp.be/id/term/brocade-catalog/lg/dum,Dutch, Middle (ca.1050-1350),,,https://data.antwerp.be/id/term/brocade-catalog/lg,5,9,dum,
https://data.antwerp.be/id/term/brocade-catalog/lg/tam,Tamil,,,https://data.antwerp.be/id/term/brocade-catalog/lg,7,9,tam,
https://data.antwerp.be/id/term/brocade-catalog/lg/fur,Friulian,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,7,fur,
https://data.antwerp.be/id/term/brocade-catalog/lg/nep,Nepali,,,https://data.antwerp.be/id/term/brocade-catalog/lg,6,7,nep,
https://data.antwerp.be/id/term/brocade-catalog/lg/cel,Celtic languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,6,6,cel,
https://data.antwerp.be/id/term/brocade-catalog/lg/gla,"Gaelic, Scottish Gaelic",,,https://data.antwerp.be/id/term/brocade-catalog/lg,4,6,gla,
https://data.antwerp.be/id/term/brocade-catalog/lg/sun,Sundanese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,6,sun,
https://data.antwerp.be/id/term/brocade-catalog/lg/tel,Telugu,,,https://data.antwerp.be/id/term/brocade-catalog/lg,4,6,tel,
https://data.antwerp.be/id/term/brocade-catalog/lg/urd,Urdu,,,https://data.antwerp.be/id/term/brocade-catalog/lg,5,6,urd,
https://data.antwerp.be/id/term/brocade-catalog/lg/gez,Geez,,,https://data.antwerp.be/id/term/brocade-catalog/lg,5,5,gez,
https://data.antwerp.be/id/term/brocade-catalog/lg/lin,Lingala,,,https://data.antwerp.be/id/term/brocade-catalog/lg,5,5,lin,
https://data.antwerp.be/id/term/brocade-catalog/lg/mlg,Malagasy,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,5,mlg,
https://data.antwerp.be/id/term/brocade-catalog/lg/sin,"Sinhala, Sinhalese",,,https://data.antwerp.be/id/term/brocade-catalog/lg,5,5,sin,
https://data.antwerp.be/id/term/brocade-catalog/lg/ben,Bengali,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,4,ben,
https://data.antwerp.be/id/term/brocade-catalog/lg/bos,Bosnian,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,4,bos,
https://data.antwerp.be/id/term/brocade-catalog/lg/chv,Chuvash,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,4,chv,
https://data.antwerp.be/id/term/brocade-catalog/lg/frm,French, Middle (ca.1400-1600),,,https://data.antwerp.be/id/term/brocade-catalog/lg,4,4,frm,
https://data.antwerp.be/id/term/brocade-catalog/lg/got,Gothic,,,https://data.antwerp.be/id/term/brocade-catalog/lg,4,4,got,
https://data.antwerp.be/id/term/brocade-catalog/lg/ile,"Interlingue, Occidental",,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,4,ile,
https://data.antwerp.be/id/term/brocade-catalog/lg/kin,Kinyarwanda,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,4,kin,
https://data.antwerp.be/id/term/brocade-catalog/lg/moh,Mohawk,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,4,moh,
https://data.antwerp.be/id/term/brocade-catalog/lg/pro,"Provençal, Old (to 1500),Occitan, Old (to 1500)",,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,4,pro,
https://data.antwerp.be/id/term/brocade-catalog/lg/egy,Egyptian (Ancient),,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,3,egy,
https://data.antwerp.be/id/term/brocade-catalog/lg/kal,"Kalaallisut, Greenlandic",,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,3,kal,
https://data.antwerp.be/id/term/brocade-catalog/lg/krl,Karelian,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,3,krl,
https://data.antwerp.be/id/term/brocade-catalog/lg/lad,Ladino,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,3,lad,
https://data.antwerp.be/id/term/brocade-catalog/lg/lol,Mongo,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,3,lol,
https://data.antwerp.be/id/term/brocade-catalog/lg/nya,"Chichewa, Chewa, Nyanja",,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,3,nya,
https://data.antwerp.be/id/term/brocade-catalog/lg/pap,Papiamento,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,3,pap,
https://data.antwerp.be/id/term/brocade-catalog/lg/rom,Romany,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,3,rom,
https://data.antwerp.be/id/term/brocade-catalog/lg/run,Rundi,,,https://data.antwerp.be/id/term/brocade-catalog/lg,3,3,run,
https://data.antwerp.be/id/term/brocade-catalog/lg/sai,South American Indian languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,3,sai,
https://data.antwerp.be/id/term/brocade-catalog/lg/tib,Tibetan,,http://vocab.getty.edu/aat/300389410,https://data.antwerp.be/id/term/brocade-catalog/lg,2,3,tib,
https://data.antwerp.be/id/term/brocade-catalog/lg/asm,Assamese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,asm,
https://data.antwerp.be/id/term/brocade-catalog/lg/ave,Avestan,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,ave,
https://data.antwerp.be/id/term/brocade-catalog/lg/ban,Balinese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,ban,
https://data.antwerp.be/id/term/brocade-catalog/lg/bat,Baltic languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,bat,
https://data.antwerp.be/id/term/brocade-catalog/lg/ber,Berber languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,ber,
https://data.antwerp.be/id/term/brocade-catalog/lg/cop,Coptic,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,cop,
https://data.antwerp.be/id/term/brocade-catalog/lg/cos,Corsican,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,cos,
https://data.antwerp.be/id/term/brocade-catalog/lg/enm,English, Middle (1100-1500),,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,enm,
https://data.antwerp.be/id/term/brocade-catalog/lg/fao,Faroese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,fao,
https://data.antwerp.be/id/term/brocade-catalog/lg/fro,French, Old (842-ca.1400),,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,fro,
https://data.antwerp.be/id/term/brocade-catalog/lg/glv,Manx,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,glv,
https://data.antwerp.be/id/term/brocade-catalog/lg/goh,German, Old High (ca.750-1050),,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,goh,
https://data.antwerp.be/id/term/brocade-catalog/lg/guj,Gujarati,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,guj,
https://data.antwerp.be/id/term/brocade-catalog/lg/kas,Kashmiri,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,kas,
https://data.antwerp.be/id/term/brocade-catalog/lg/kaz,Kazakh,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,kaz,
https://data.antwerp.be/id/term/brocade-catalog/lg/mad,Madurese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,mad,
https://data.antwerp.be/id/term/brocade-catalog/lg/mal,Malayalam,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,mal,
https://data.antwerp.be/id/term/brocade-catalog/lg/mao,Maori,,http://vocab.getty.edu/aat/300388818,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,mao,
https://data.antwerp.be/id/term/brocade-catalog/lg/mga,Irish, Middle (900-1200),,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,mga,
https://data.antwerp.be/id/term/brocade-catalog/lg/mlt,Maltese,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,mlt,
https://data.antwerp.be/id/term/brocade-catalog/lg/mwr,Marwari,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,mwr,
https://data.antwerp.be/id/term/brocade-catalog/lg/nah,Nahuatl languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,nah,
https://data.antwerp.be/id/term/brocade-catalog/lg/nia,Nias,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,nia,
https://data.antwerp.be/id/term/brocade-catalog/lg/raj,Rajasthani,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,raj,
https://data.antwerp.be/id/term/brocade-catalog/lg/rar,"Rarotongan, Cook Islands Maori",,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,rar,
https://data.antwerp.be/id/term/brocade-catalog/lg/roa,Romance languages,,,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,roa,
https://data.antwerp.be/id/term/brocade-catalog/lg/sot,Sotho, Southern,,,https://data.antwerp.be/id/term/brocade-catalog/lg,1,2,sot,
https://data.antwerp.be/id/term/brocade-catalog/lg/zul,Zulu,,http://vocab.getty.edu/aat/300389637,https://data.antwerp.be/id/term/brocade-catalog/lg,2,2,zul,
https://data.antwerp.be/id/term/brocade-catalog/lg/ady,"Adyghe, Adygei",,http://vocab.getty.edu/aat/300387776,https://data.antwerp.be/id/term/brocade-catalog/lg,1,1,ady,
